id	required_agents	difficulty	eval_hint	text	notes
ex_0146	4,5	1	JSON + резюме	Извлеки из пресс-релиза ключевую информацию: дату события, участников и основной месседж — представь в структурированном виде и подготовь краткое резюме для рассылки.	Structured Extraction для извлечения + Summarization для краткости.
ex_0147	6,8	1	ТЗ + финансы	Опиши требования к функционалу модуля расчёта процентов по вкладам и добавь примеры расчёта для разных условий капитализации.	Requirements для функционала + Finance для процентов.
ex_0148	0,3	1	код + мат	Реализуй функцию для решения квадратного уравнения и протестируй её на нескольких примерах.	Code для функции + Math для решения уравнений.
ex_0149	1,5	1	SQL + резюме	Выгрузи список топ-10 товаров по количеству продаж и сформируй краткий вывод о лидерах ассортимента.	SQL для выгрузки + Summarization для вывода.
ex_0150	2,8	1	анализ + финансы	Посчитай среднюю выручку по месяцам из таблицы и определи сезонность, затем оцени влияние на годовую прибыль.	Data Analysis для расчётов + Finance для прибыли.
ex_0151	3,5	1	мат + резюме	Реши задачу на вычисление площади фигуры методом интегрирования и кратко опиши результат.	Math для интеграла + Summarization для описания.
ex_0152	4,6	1	JSON + ТЗ	Извлеки из текстового описания API параметры запросов в структурированный формат и составь краткие требования к валидации.	Structured Extraction для параметров + Requirements для валидации.
ex_0153	5,7	1	резюме + стиль	Подготовь краткое резюме встречи по проекту и переформулируй его для отправки в рассылке клиентам.	Summarization для резюме + Rewrite для клиентов.
ex_0154	0,6	1	код + ТЗ	Напиши простой скрипт для валидации email-адресов и опиши требования к обработке ошибок.	Code для скрипта + Requirements для обработки.
ex_0155	1,3	1	SQL + мат	Извлеки данные о времени выполнения задач и вычисли среднее арифметическое и медиану.	SQL для извлечения + Math для вычислений.
ex_0156	2,4	1	анализ + JSON	Обработай данные опроса пользователей, посчитай распределение ответов и представь результаты в структурированном формате.	Data Analysis для обработки + Structured Extraction для формата.
ex_0157	3,6	1	мат + ТЗ	Реши систему линейных уравнений для балансировки химической реакции и составь краткие рекомендации по использованию.	Math для решения + Requirements для рекомендаций.
ex_0158	4,7	1	JSON + стиль	Извлеки контактную информацию из визитки в структурированный вид и переформулируй сопроводительное письмо в формальном тоне.	Structured Extraction для контактов + Rewrite для письма.
ex_0159	5,8	1	резюме + финансы	Подготовь краткое резюме квартального отчёта компании и выдели ключевые финансовые показатели.	Summarization для резюме + Finance для показателей.
ex_0160	6,7	1	ТЗ + стиль	Составь требования к дизайну мобильного приложения и адаптируй их для презентации дизайнерам.	Requirements для дизайна + Rewrite для дизайнеров.
ex_0161	0,7	1	код + стиль	Напиши функцию форматирования дат и добавь возможность вывода в разных локалях.	Code для функции + Rewrite для локалей.
ex_0162	1,4	1	SQL + JSON	Выполни запрос для получения структуры таблиц базы данных и представь результат в JSON-формате.	SQL для запроса + Structured Extraction для JSON.
ex_0163	2,6	1	анализ + ТЗ	Проанализируй распределение нагрузки на серверы и составь требования к балансировщику.	Data Analysis для нагрузки + Requirements для балансировщика.
ex_0164	3,7	1	мат + стиль	Вычисли производную сложной функции и объясни результат простым языком для студентов.	Math для производной + Rewrite для студентов.
ex_0165	0,8	1	код + финансы	Реализуй калькулятор простых процентов с возможностью задания срока и ставки.	Code для калькулятора + Finance для процентов.
ex_0166	1,6	1	SQL + ТЗ	Получи список пользователей с их ролями и составь требования к системе управления доступом.	SQL для списка + Requirements для управления.
ex_0167	2,3	1	анализ + мат	Обработай экспериментальные данные, вычисли стандартное отклонение и доверительный интервал.	Data Analysis для обработки + Math для вычислений.
ex_0168	4,8	1	JSON + финансы	Извлеки из счёта на оплату номер, сумму и НДС в структурированный формат и посчитай итоговую сумму.	Structured Extraction для извлечения + Finance для НДС.
ex_0169	5,6	1	резюме + ТЗ	Подготовь краткое описание текущего функционала системы и на его основе составь список требований к следующей версии.	Summarization для описания + Requirements для списка.
ex_0170	0,1	1	код + SQL	Создай скрипт для резервного копирования таблиц базы данных в файлы.	Code для скрипта + SQL для копирования.
ex_0171	2,7	1	анализ + стиль	Проанализируй отзывы клиентов, выдели основные темы и переформулируй выводы для публикации на сайте.	Data Analysis для анализа + Rewrite для публикации.
ex_0172	3,4	1	мат + JSON	Вычисли корни многочлена и представь решение в структурированном виде.	Math для корней + Structured Extraction для структуры.
ex_0173	5,7	1	резюме + стиль	Составь краткое резюме технического документа и адаптируй его для маркетинговой брошюры.	Summarization для резюме + Rewrite для брошюры.
ex_0174	6,8	1	ТЗ + финансы	Опиши требования к модулю учёта расходов и добавь пример расчёта категорий затрат.	Requirements для модуля + Finance для расходов.
ex_0175	0,2	1	код + анализ	Напиши скрипт для чтения CSV-файла и вычисли базовую статистику по числовым колонкам.	Code для скрипта + Data Analysis для статистики.
ex_0176	1,7	1	SQL + стиль	Выгрузи описания продуктов из каталога и переформулируй их для e-commerce сайта.	SQL для выгрузки + Rewrite для сайта.
ex_0177	3,8	1	мат + финансы	Рассчитай будущую стоимость инвестиции при ежегодной капитализации процентов.	Math для формул + Finance для инвестиции.
ex_0178	4,5	1	JSON + резюме	Извлеки повестку дня из протокола собрания в структурированный вид и подготовь краткое резюме решений.	Structured Extraction для повестки + Summarization для резюме.
ex_0179	0,5	1	код + резюме	Создай скрипт для генерации отчётов из логов и добавь функцию автоматического резюмирования ошибок.	Code для скрипта + Summarization для резюме.
ex_0180	1,8	1	SQL + финансы	Получи данные о транзакциях за период и рассчитай оборот и среднюю сумму чека.	SQL для данных + Finance для оборота.
ex_0181	0,3,5	2	код + мат + резюме	Напиши программу для численного решения дифференциального уравнения, протестируй на примерах и составь краткое описание метода.	Code для программы, Math для численного метода, Summarization для описания.
ex_0182	1,2,6	2	SQL + анализ + ТЗ	Выгрузи данные о производительности сотрудников, проанализируй показатели по отделам и составь требования к системе KPI.	SQL для выгрузки, Data Analysis для анализа, Requirements для KPI.
ex_0183	2,4,7	2	анализ + JSON + стиль	Обработай результаты маркетингового исследования, структурируй основные находки и адаптируй отчёт для совета директоров.	Data Analysis для обработки, Structured Extraction для структуры, Rewrite для совета.
ex_0184	3,5,8	2	мат + резюме + финансы	Вычисли внутреннюю норму доходности проекта, подготовь краткое заключение и оцени финансовую привлекательность.	Math для IRR, Summarization для заключения, Finance для оценки.
ex_0185	0,4,6	2	код + JSON + ТЗ	Создай парсер конфигурационных файлов, извлекай параметры в структурированный формат и составь документацию по использованию.	Code для парсера, Structured Extraction для параметров, Requirements для документации.
ex_0186	1,3,7	2	SQL + мат + стиль	Получи данные о посещаемости сайта, вычисли тренды роста и переформулируй выводы для презентации инвесторам.	SQL для данных, Math для трендов, Rewrite для инвесторов.
ex_0187	2,5,6	2	анализ + резюме + ТЗ	Изучи обратную связь от клиентов, выдели ключевые проблемы, составь краткий отчёт и сформулируй требования к улучшениям.	Data Analysis для проблем, Summarization для отчёта, Requirements для улучшений.
ex_0188	4,6,8	2	JSON + ТЗ + финансы	Извлеки условия кредитного договора в структурированный вид, составь требования к системе мониторинга и рассчитай полную стоимость кредита.	Structured Extraction для условий, Requirements для мониторинга, Finance для стоимости.
ex_0189	0,1,3	2	код + SQL + мат	Разработай инструмент для статистического анализа данных из базы: загружай выборки и вычисляй регрессию.	Code для инструмента, SQL для загрузки, Math для регрессии.
ex_0190	0,2,7	2	код + анализ + стиль	Создай дашборд для визуализации метрик команды, обработай данные о выполнении задач и адаптируй отчёты под разные роли.	Code для дашборда, Data Analysis для метрик, Rewrite для ролей.
ex_0191	1,5,8	2	SQL + резюме + финансы	Выгрузи историю платежей, подготовь краткий отчёт о задолженности и рассчитай штрафы за просрочку.	SQL для истории, Summarization для отчёта, Finance для штрафов.
ex_0192	3,4,5	2	мат + JSON + резюме	Реши задачу оптимизации, структурируй результаты расчётов и подготовь краткое резюме рекомендаций.	Math для оптимизации, Structured Extraction для результатов, Summarization для резюме.
ex_0193	0,6,7	2	код + ТЗ + стиль	Напиши библиотеку для работы с API, составь техническую документацию и адаптируй примеры для начинающих разработчиков.	Code для библиотеки, Requirements для документации, Rewrite для начинающих.
ex_0194	2,3,4	2	анализ + мат + JSON	Обработай данные о трафике, вычисли пиковые нагрузки и структурируй отчёт по часам.	Data Analysis для трафика, Math для пиков, Structured Extraction для отчёта.
ex_0195	1,4,7	2	SQL + JSON + стиль	Получи настройки пользователей из базы, представь их в структурированном формате и переформулируй описания для справочной системы.	SQL для настроек, Structured Extraction для формата, Rewrite для справки.
ex_0196	5,6,8	2	резюме + ТЗ + финансы	Подготовь краткое резюме бизнес-плана, составь требования к финансовой модели и рассчитай точку безубыточности.	Summarization для резюме, Requirements для модели, Finance для безубыточности.
ex_0197	0,3,4	2	код + мат + JSON	Реализуй решение системы нелинейных уравнений численным методом и выведи результаты в структурированном виде.	Code для решения, Math для метода, Structured Extraction для вывода.
ex_0198	1,2,5	2	SQL + анализ + резюме	Выполни запрос по логам ошибок, проанализируй частоту различных типов и составь краткий отчёт для разработчиков.	SQL для запроса, Data Analysis для частоты, Summarization для отчёта.
ex_0199	0,5,8	2	код + резюме + финансы	Создай калькулятор для расчёта амортизации, добавь функцию генерации отчёта и рассчитай остаточную стоимость.	Code для калькулятора, Summarization для отчёта, Finance для амортизации.
ex_0200	2,6,7	2	анализ + ТЗ + стиль	Проанализируй использование функций продукта, составь требования к доработкам и адаптируй roadmap для команды разработки.	Data Analysis для использования, Requirements для доработок, Rewrite для roadmap.
ex_0201	3,6,7	2	мат + ТЗ + стиль	Реши задачу на вычисление траектории, составь требования к симулятору и адаптируй описание для образовательной программы.	Math для траектории, Requirements для симулятора, Rewrite для программы.
ex_0202	4,5,6	2	JSON + резюме + ТЗ	Извлеки структуру организации из схемы, подготовь краткое описание подразделений и составь требования к системе управления персоналом.	Structured Extraction для структуры, Summarization для описания, Requirements для системы.
ex_0203	0,1,8	2	код + SQL + финансы	Разработай модуль для импорта банковских выписок, загружай транзакции в базу и рассчитай баланс по счетам.	Code для модуля, SQL для загрузки, Finance для баланса.
ex_0204	1,6,7	2	SQL + ТЗ + стиль	Получи данные о заявках клиентов, составь требования к процессу обработки и адаптируй инструкции для службы поддержки.	SQL для заявок, Requirements для процесса, Rewrite для поддержки.
ex_0205	2,4,8	2	анализ + JSON + финансы	Проанализируй структуру доходов компании, извлеки ключевые статьи в структурированный вид и рассчитай маржинальность по направлениям.	Data Analysis для доходов, Structured Extraction для статей, Finance для маржинальности.
ex_0206	3,5,6	2	мат + резюме + ТЗ	Вычисли оптимальные параметры производственного процесса, подготовь краткое резюме и составь рекомендации по настройке оборудования.	Math для оптимизации, Summarization для резюме, Requirements для настройки.
ex_0207	0,4,7	2	код + JSON + стиль	Создай конвертер между форматами данных, структурируй схему преобразования и адаптируй документацию для пользователей.	Code для конвертера, Structured Extraction для схемы, Rewrite для документации.
ex_0208	1,3,5	2	SQL + мат + резюме	Выгрузи данные о производительности оборудования, вычисли коэффициент использования и подготовь краткий отчёт.	SQL для выгрузки, Math для коэффициента, Summarization для отчёта.
ex_0209	0,2,6	2	код + анализ + ТЗ	Напиши инструмент для профилирования приложения, обработай метрики производительности и составь требования к оптимизации.	Code для инструмента, Data Analysis для метрик, Requirements для оптимизации.
ex_0210	4,7,8	2	JSON + стиль + финансы	Извлеки данные из бухгалтерского баланса в структурированный вид, переформулируй для годового отчёта и рассчитай ликвидность.	Structured Extraction для баланса, Rewrite для отчёта, Finance для ликвидности.
ex_0211	0,1,2,5	3	код + SQL + анализ + резюме	Создай систему для мониторинга качества данных: загружай таблицы из базы, реализуй проверки консистентности, анализируй найденные проблемы и генерируй ежедневные отчёты для администраторов.	Code для системы, SQL для загрузки, Data Analysis для проблем, Summarization для отчётов.
ex_0212	1,3,4,6	3	SQL + мат + JSON + ТЗ	Выгрузи данные о нагрузке на сеть, вычисли пропускную способность по узлам, структурируй рекомендации по масштабированию и составь техническое задание на модернизацию.	SQL для выгрузки, Math для расчётов, Structured Extraction для рекомендаций, Requirements для ТЗ.
ex_0213	2,5,6,7	3	анализ + резюме + ТЗ + стиль	Изучи метрики удержания пользователей, подготовь краткий анализ оттока, составь требования к программе retention и адаптируй презентацию для продуктовой команды.	Data Analysis для оттока, Summarization для анализа, Requirements для программы, Rewrite для команды.
ex_0214	0,3,7,8	3	код + мат + стиль + финансы	Реализуй модель для прогнозирования валютных курсов, примени статистические методы, адаптируй вывод под разные аудитории и рассчитай потенциальную прибыль от арбитража.	Code для модели, Math для методов, Rewrite для аудиторий, Finance для арбитража.
ex_0215	1,4,5,8	3	SQL + JSON + резюме + финансы	Получи данные о структуре кредитного портфеля, извлеки параметры ссуд в структурированный вид, подготовь краткий обзор для кредитного комитета и рассчитай взвешенную процентную ставку.	SQL для портфеля, Structured Extraction для параметров, Summarization для обзора, Finance для ставки.
ex_0216	0,2,4,6	3	код + анализ + JSON + ТЗ	Разработай платформу для обработки обратной связи: собирай отзывы из разных источников, анализируй настроения, структурируй категории проблем и составь требования к автоматизации ответов.	Code для платформы, Data Analysis для настроений, Structured Extraction для категорий, Requirements для автоматизации.
ex_0217	1,2,3,7	3	SQL + анализ + мат + стиль	Выгрузи данные о посещаемости веб-ресурса, проанализируй поведение пользователей, вычисли метрики вовлечённости и переформулируй выводы для маркетологов.	SQL для выгрузки, Data Analysis для поведения, Math для метрик, Rewrite для маркетологов.
ex_0218	3,4,5,6	3	мат + JSON + резюме + ТЗ	Реши задачу многокритериальной оптимизации, структурируй варианты решений, подготовь краткое резюме и составь рекомендации по выбору.	Math для оптимизации, Structured Extraction для вариантов, Summarization для резюме, Requirements для рекомендаций.
ex_0219	0,5,6,8	3	код + резюме + ТЗ + финансы	Создай модуль для расчёта налоговых обязательств, генерируй краткие отчёты по каждому виду налога, составь требования к интеграции с бухгалтерией и рассчитай итоговую сумму к уплате.	Code для модуля, Summarization для отчётов, Requirements для интеграции, Finance для налогов.
ex_0220	1,3,6,7	3	SQL + мат + ТЗ + стиль	Извлеки статистику обращений в техподдержку, вычисли среднее время решения по категориям, составь требования к SLA и адаптируй метрики для клиентского дашборда.	SQL для статистики, Math для времени, Requirements для SLA, Rewrite для дашборда.
ex_0221	2,4,6,8	3	анализ + JSON + ТЗ + финансы	Проанализируй эффективность рекламных каналов, структурируй метрики по кампаниям, составь требования к системе attribution и рассчитай CPA по источникам.	Data Analysis для эффективности, Structured Extraction для метрик, Requirements для attribution, Finance для CPA.
ex_0222	0,1,5,7	3	код + SQL + резюме + стиль	Разработай систему для экспорта данных: реализуй выгрузку в различных форматах, сформируй краткие описания каждого экспорта и адаптируй интерфейс под разные группы пользователей.	Code для системы, SQL для выгрузки, Summarization для описаний, Rewrite для групп.
ex_0223	2,3,5,8	3	анализ + мат + резюме + финансы	Обработай данные о продажах по регионам, вычисли темпы роста, подготовь краткое резюме динамики и рассчитай прогноз выручки на следующий квартал.	Data Analysis для продаж, Math для роста, Summarization для резюме, Finance для прогноза.
ex_0224	0,4,6,7	3	код + JSON + ТЗ + стиль	Создай парсер для обработки резюме соискателей, извлекай ключевые навыки в структурированный вид, составь требования к системе подбора и адаптируй шаблоны для HR.	Code для парсера, Structured Extraction для навыков, Requirements для подбора, Rewrite для HR.
ex_0225	1,2,4,5	3	SQL + анализ + JSON + резюме	Выгрузи данные о транзакциях платёжной системы, проанализируй паттерны использования, структурируй метрики по типам операций и подготовь краткий отчёт для регулятора.	SQL для транзакций, Data Analysis для паттернов, Structured Extraction для метрик, Summarization для отчёта.
ex_0226	3,5,7,8	3	мат + резюме + стиль + финансы	Вычисли параметры кредитной линии с учётом залога, подготовь краткое резюме условий, адаптируй его для клиента и рассчитай эффективную ставку.	Math для параметров, Summarization для резюме, Rewrite для клиента, Finance для ставки.
ex_0227	0,2,3,5	3	код + анализ + мат + резюме	Напиши программу для анализа временных рядов: загружай данные, примени методы сглаживания, вычисли тренды и составь краткое заключение.	Code для программы, Data Analysis для данных, Math для методов, Summarization для заключения.
ex_0228	1,4,6,8	3	SQL + JSON + ТЗ + финансы	Получи данные о договорах лизинга, структурируй графики платежей, составь требования к системе учёта и рассчитай дисконтированную стоимость обязательств.	SQL для договоров, Structured Extraction для графиков, Requirements для учёта, Finance для стоимости.
ex_0229	0,1,3,6	3	код + SQL + мат + ТЗ	Создай инструмент для численного решения уравнений: интегрируй с базой параметров, реализуй алгоритмы и составь техническую документацию.	Code для инструмента, SQL для параметров, Math для алгоритмов, Requirements для документации.
ex_0230	2,5,6,7	3	анализ + резюме + ТЗ + стиль	Изучи данные о работе колл-центра, подготовь краткий отчёт о качестве обслуживания, составь требования к обучению операторов и адаптируй материалы для тренинга.	Data Analysis для работы, Summarization для отчёта, Requirements для обучения, Rewrite для тренинга.
ex_0231	0,3,4,8	3	код + мат + JSON + финансы	Реализуй калькулятор для оценки опционов методом биномиального дерева, структурируй параметры расчёта и вычисли справедливую цену.	Code для калькулятора, Math для метода, Structured Extraction для параметров, Finance для цены.
ex_0232	1,2,7,8	3	SQL + анализ + стиль + финансы	Выгрузи данные о выполнении бюджета, проанализируй отклонения по статьям, адаптируй отчёт для финансового директора и рассчитай forecast на конец года.	SQL для выгрузки, Data Analysis для отклонений, Rewrite для директора, Finance для forecast.
ex_0233	3,4,6,7	3	мат + JSON + ТЗ + стиль	Реши задачу на построение модели роста популяции, структурируй прогнозы, составь требования к симулятору и адаптируй описание для биологов.	Math для модели, Structured Extraction для прогнозов, Requirements для симулятора, Rewrite для биологов.
ex_0234	0,1,4,5	3	код + SQL + JSON + резюме	Разработай систему для сбора метрик приложений: загружай данные из базы, структурируй их для мониторинга и генерируй ежедневные саммари.	Code для системы, SQL для загрузки, Structured Extraction для структуры, Summarization для саммари.
ex_0235	2,3,6,8	3	анализ + мат + ТЗ + финансы	Обработай данные о затратах на маркетинг, вычисли эффективность каждого канала, составь требования к оптимизации бюджета и рассчитай ROI.	Data Analysis для затрат, Math для эффективности, Requirements для оптимизации, Finance для ROI.
ex_0236	0,5,7,8	3	код + резюме + стиль + финансы	Создай генератор финансовых отчётов, добавь функцию автоматического резюмирования, адаптируй формат под разные регионы и рассчитай ключевые коэффициенты.	Code для генератора, Summarization для резюме, Rewrite для регионов, Finance для коэффициентов.
ex_0237	1,3,5,7	3	SQL + мат + резюме + стиль	Извлеки данные о производственных циклах, вычисли среднее время выполнения, подготовь краткий отчёт и адаптируй его для производственного отдела.	SQL для данных, Math для времени, Summarization для отчёта, Rewrite для отдела.
ex_0238	2,4,5,7	3	анализ + JSON + резюме + стиль	Проанализируй фидбэк пользователей приложения, структурируй основные темы, подготовь краткое резюме и адаптируй его для релизных заметок.	Data Analysis для фидбэка, Structured Extraction для тем, Summarization для резюме, Rewrite для заметок.
ex_0239	0,2,6,8	3	код + анализ + ТЗ + финансы	Напиши модуль для расчёта себестоимости продукции, обработай данные о затратах, составь требования к системе учёта и рассчитай плановую маржу.	Code для модуля, Data Analysis для затрат, Requirements для учёта, Finance для маржи.
ex_0240	1,4,6,7	3	SQL + JSON + ТЗ + стиль	Получи конфигурацию системы из базы, структурируй параметры, составь требования к документации и адаптируй их для команды внедрения.	SQL для конфигурации, Structured Extraction для параметров, Requirements для документации, Rewrite для команды.
ex_0241	0,1,2,3,4	4	код + SQL + анализ + мат + JSON	Создай платформу для анализа экспериментов: загружай результаты тестов из базы, реализуй статистические проверки гипотез, обработай данные по группам, структурируй выводы и вычисли доверительные интервалы.	Code для платформы, SQL для загрузки, Data Analysis для групп, Math для проверок, Structured Extraction для выводов.
ex_0242	0,2,5,6,7	4	код + анализ + резюме + ТЗ + стиль	Разработай дашборд для визуализации HR-метрик: обработай данные о текучести кадров, сформируй краткие инсайты для руководства, составь требования к процессу найма и адаптируй отчёты под департаменты.	Code для дашборда, Data Analysis для текучести, Summarization для инсайтов, Requirements для найма, Rewrite для департаментов.
ex_0243	1,3,4,5,8	4	SQL + мат + JSON + резюме + финансы	Выгрузи данные о структуре инвестиционного портфеля, вычисли риск-метрики и корреляции, структурируй активы по классам, подготовь краткий отчёт для клиента и рассчитай ожидаемую доходность.	SQL для портфеля, Math для риск-метрик, Structured Extraction для классов, Summarization для отчёта, Finance для доходности.
ex_0244	0,1,3,7,8	4	код + SQL + мат + стиль + финансы	Создай систему для автоматического расчёта финансовых коэффициентов: загружай данные отчётности из базы, реализуй формулы расчёта, адаптируй представление под аналитиков и вычисли показатели ликвидности.	Code для системы, SQL для отчётности, Math для формул, Rewrite для аналитиков, Finance для ликвидности.
ex_0245	2,3,4,6,8	4	анализ + мат + JSON + ТЗ + финансы	Проанализируй эффективность инвестиционных проектов: обработай данные о денежных потоках, вычисли NPV и IRR, структурируй рейтинг проектов, составь требования к процессу отбора и рассчитай период окупаемости.	Data Analysis для потоков, Math для NPV/IRR, Structured Extraction для рейтинга, Requirements для отбора, Finance для окупаемости.
ex_0246	0,4,5,6,7	4	код + JSON + резюме + ТЗ + стиль	Разработай систему для управления документооборотом: извлекай метаданные файлов в структурированный вид, генерируй краткие описания документов, составь требования к версионированию и адаптируй интерфейс для разных отделов.	Code для системы, Structured Extraction для метаданных, Summarization для описаний, Requirements для версионирования, Rewrite для отделов.
ex_0247	1,2,4,7,8	4	SQL + анализ + JSON + стиль + финансы	Выгрузи данные о клиентской базе банка, проанализируй сегменты по доходности, структурируй профили клиентов, адаптируй описание для маркетинговой кампании и рассчитай потенциальную выручку.	SQL для выгрузки, Data Analysis для сегментов, Structured Extraction для профилей, Rewrite для кампании, Finance для выручки.
ex_0248	0,1,2,5,6	4	код + SQL + анализ + резюме + ТЗ	Создай платформу для мониторинга SLA: загружай метрики из базы, реализуй анализ нарушений, формируй ежедневные отчёты для менеджмента и составь требования к системе алертинга.	Code для платформы, SQL для метрик, Data Analysis для нарушений, Summarization для отчётов, Requirements для алертинга.
ex_0249	2,3,5,7,8	4	анализ + мат + резюме + стиль + финансы	Обработай данные о продажах франшиз, вычисли средние показатели по регионам, подготовь краткий анализ, адаптируй его для презентации франчайзи и рассчитай роялти.	Data Analysis для продаж, Math для показателей, Summarization для анализа, Rewrite для франчайзи, Finance для роялти.
ex_0250	0,3,4,6,8	4	код + мат + JSON + ТЗ + финансы	Реализуй модель для расчёта ставок по кредитам: примени скоринговые методы, структурируй параметры заёмщиков, составь требования к процессу одобрения и вычисли риск-премию.	Code для модели, Math для методов, Structured Extraction для параметров, Requirements для одобрения, Finance для премии.
ex_0251	1,4,5,6,7	4	SQL + JSON + резюме + ТЗ + стиль	Получи данные о жалобах клиентов из системы, структурируй их по категориям, подготовь краткие саммари для руководства, составь требования к улучшению процессов и адаптируй рекомендации для операционной команды.	SQL для жалоб, Structured Extraction для категорий, Summarization для саммари, Requirements для улучшения, Rewrite для команды.
ex_0252	0,1,3,5,8	4	код + SQL + мат + резюме + финансы	Разработай систему для трекинга расходов: загружай транзакции из банковских систем, реализуй категоризацию затрат, вычисли статистику по периодам, формируй краткие отчёты и рассчитай отклонения от бюджета.	Code для системы, SQL для транзакций, Math для статистики, Summarization для отчётов, Finance для отклонений.
ex_0253	2,4,6,7,8	4	анализ + JSON + ТЗ + стиль + финансы	Проанализируй структуру издержек по проектам, извлеки ключевые драйверы затрат в структурированный вид, составь требования к системе контроля бюджета, адаптируй отчёты для проектных менеджеров и рассчитай variance analysis.	Data Analysis для издержек, Structured Extraction для драйверов, Requirements для контроля, Rewrite для менеджеров, Finance для variance.
ex_0254	0,2,3,4,7	4	код + анализ + мат + JSON + стиль	Создай инструмент для обработки геоданных: реализуй алгоритмы кластеризации точек, обработай координаты объектов, вычисли оптимальные центры, структурируй результаты и адаптируй визуализацию для разных пользователей.	Code для инструмента, Data Analysis для объектов, Math для кластеризации, Structured Extraction для результатов, Rewrite для визуализации.
ex_0255	1,2,3,6,8	4	SQL + анализ + мат + ТЗ + финансы	Выгрузи историю сделок на бирже, проанализируй волатильность инструментов, вычисли коэффициенты бета, составь требования к системе risk-management и рассчитай VaR портфеля.	SQL для истории, Data Analysis для волатильности, Math для бета, Requirements для risk-management, Finance для VaR.
ex_0256	0,1,4,6,7	4	код + SQL + JSON + ТЗ + стиль	Разработай API для интеграции с партнёрскими системами: реализуй обработку запросов, загружай справочники из базы, структурируй формат обмена, составь техническую документацию и адаптируй её для внешних разработчиков.	Code для API, SQL для справочников, Structured Extraction для формата, Requirements для документации, Rewrite для разработчиков.
